age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
39,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,31,United-States,<=50K
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,40,United-States,>50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,16048,0,49,United-States,>50K
54,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,2,0,34,United-States,<=50K
41,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,39,United-States,<=50K
36,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,1,0,44,United-States,>50K
49,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,1,0,19,United-States,<=50K
43,Private,HS-grad,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,59,United-States,<=50K
60,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,4157,0,35,United-States,<=50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,50,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,50,United-States,<=50K
56,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,18,United-States,<=50K
26,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,1,0,50,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7708,0,50,United-States,>50K
53,Private,Some-college,Divorced,Exec-managerial,Unmarried,Black,Male,1,0,60,United-States,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,2,1979,39,United-States,<=50K
42,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,1,0,29,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Female,3,0,26,United-States,<=50K
36,Private,11th,Married-civ-spouse,Craft-repair,Husband,Black,Male,3,0,39,United-States,<=50K
54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,39,United-States,>50K
48,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,2,0,25,United-States,<=50K
47,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,34,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,29,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
27,Self-emp-not-inc,Some-college,Never-married,Sales,Unmarried,Black,Female,0,0,19,United-States,<=50K
24,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,4,0,34,United-States,<=50K
58,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,3,0,18,United-States,<=50K
38,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
58,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,39,United-States,<=50K
65,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3510,0,20,South,<=50K
57,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,1,0,50,United-States,<=50K
53,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,5,0,39,United-States,<=50K
37,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,29,United-States,<=50K
23,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,<=50K
32,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7341,0,54,United-States,>50K
26,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,33,United-States,<=50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,73,United-States,<=50K
41,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
63,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
27,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,0,1681,40,United-States,<=50K
56,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,7686,0,44,United-States,>50K
75,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,1,1821,40,United-States,<=50K
53,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,3,0,49,United-States,<=50K
53,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
40,Private,9th,Divorced,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
53,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,1,0,39,United-States,>50K
28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,44,United-States,<=50K
52,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,<=50K
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,40,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,8,0,54,United-States,>50K
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,1,0,60,United-States,<=50K
34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,1,0,39,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,4217,0,50,United-States,<=50K
37,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2,0,59,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,<=50K
61,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,2,0,31,United-States,<=50K
56,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,77,United-States,<=50K
22,Private,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,2,0,34,United-States,<=50K
42,Private,HS-grad,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,1,0,39,United-States,<=50K
63,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,4,0,40,United-States,<=50K
47,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
62,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,39,China,<=50K
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,50,United-States,>50K
50,Private,10th,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Male,1,0,20,United-States,<=50K
30,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,9th,Never-married,Farming-fishing,Unmarried,White,Male,3,0,39,United-States,<=50K
53,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,39,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K
26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,2,0,35,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,4,0,39,United-States,<=50K
45,Private,10th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,29,United-States,<=50K
59,Private,9th,Never-married,Sales,Unmarried,White,Female,3,0,35,United-States,<=50K
34,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,49,United-States,>50K
60,Private,1st-4th,Widowed,Machine-op-inspct,Not-in-family,Black,Female,5,0,39,United-States,<=50K
34,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,0,0,49,United-States,<=50K
40,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,32,United-States,<=50K
36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,0,0,39,United-States,<=50K
37,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,39,United-States,<=50K
60,Self-emp-not-inc,1st-4th,Separated,Other-service,Not-in-family,White,Male,2,0,26,United-States,<=50K
49,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,50,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,>50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,5th-6th,Married-civ-spouse,Other-service,Unmarried,White,Female,2,0,17,Mexico,<=50K
47,Private,Some-college,Widowed,Sales,Unmarried,Black,Female,1,0,39,United-States,<=50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,>50K
50,Local-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,26,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,>50K
21,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,7th-8th,Divorced,Other-service,Unmarried,Black,Female,0,0,39,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,0,0,49,United-States,<=50K
39,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7575,0,44,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,1,1771,35,Philippines,<=50K
42,Private,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,Female,2,0,59,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,2,0,49,United-States,<=50K
40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,19,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
37,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
36,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,39,Mexico,<=50K
62,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,3310,0,39,United-States,<=50K
34,Federal-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,31,United-States,<=50K
39,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,3341,0,47,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,19,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,1,0,18,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
55,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,26,United-States,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,27,United-States,<=50K
26,Private,Some-college,Never-married,Sales,Own-child,White,Male,1,0,40,United-States,<=50K
32,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,60,United-States,<=50K
37,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,30,United-States,<=50K
51,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,Black,Male,1,0,40,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
62,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,14845,0,49,United-States,>50K
35,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,33,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7692,0,39,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,3,0,59,United-States,<=50K
26,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,35,United-States,<=50K
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,39,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,50,United-States,<=50K
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,19,United-States,<=50K
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,39,United-States,<=50K
33,Private,HS-grad,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Male,3,0,47,United-States,<=50K
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
51,Private,Bachelors,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,34,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1875,40,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,50,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,26,United-States,>50K
18,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
43,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,4132,0,30,United-States,>50K
36,Private,9th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,32,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,United-States,>50K
66,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,6790,0,59,United-States,>50K
52,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,7705,0,35,South,>50K
33,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
52,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Male,0,0,35,United-States,<=50K
38,Private,Some-college,Separated,Sales,Unmarried,White,Female,3471,0,39,United-States,<=50K
39,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,6,0,31,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married-AF-spouse,Sales,Wife,White,Female,0,0,24,United-States,<=50K
37,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,31,United-States,<=50K
41,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,35,United-States,<=50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1863,60,United-States,>50K
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
33,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,5,0,60,United-States,>50K
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,8587,0,44,United-States,>50K
59,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,14253,0,40,United-States,<=50K
54,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,18,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,<=50K
28,Private,9th,Never-married,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,79,United-States,>50K
62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
26,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,0,0,39,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K
29,Private,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,8,0,34,United-States,<=50K
23,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,<=50K
18,Private,Some-college,Never-married,Sales,Own-child,White,Male,1,0,32,United-States,<=50K
30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
24,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
25,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,1,0,39,Mexico,<=50K
22,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,3,0,24,United-States,<=50K
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,2,0,39,United-States,>50K
19,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,2,0,35,United-States,<=50K
41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,1,0,44,United-States,<=50K
35,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,31,United-States,<=50K
56,Private,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,2,0,39,United-States,<=50K
24,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,1,0,32,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,60,United-States,<=50K
50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
37,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Female,0,0,49,United-States,<=50K
56,Local-gov,Some-college,Separated,Protective-serv,Not-in-family,White,Male,1,0,50,United-States,<=50K
44,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,44,United-States,<=50K
47,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Black,Male,10,0,41,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,18,United-States,<=50K
30,Private,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,31,Mexico,<=50K
32,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,39,United-States,<=50K
43,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,34,United-States,<=50K
41,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,1,0,29,United-States,<=50K
17,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,3,0,39,United-States,<=50K
41,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,50,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,40,United-States,>50K
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,21,0,36,United-States,<=50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3305,0,80,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,59,United-States,<=50K
23,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,34,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
22,State-gov,Some-college,Never-married,Other-service,Not-in-family,Black,Male,2,0,40,United-States,<=50K
60,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,31,United-States,<=50K
19,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,29,United-States,<=50K
46,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,<=50K
52,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,14335,0,20,United-States,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,35,United-States,<=50K
29,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
44,Private,10th,Divorced,Handlers-cleaners,Not-in-family,White,Female,2,0,44,United-States,<=50K
21,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,30,United-States,<=50K
46,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,27,United-States,<=50K
43,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,1,0,50,United-States,<=50K
41,Private,Some-college,Separated,Sales,Unmarried,White,Female,0,0,19,United-States,<=50K
17,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,3,0,35,United-States,<=50K
38,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0,0,39,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,15,0,37,United-States,<=50K
45,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,<=50K
44,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States,<=50K
23,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,50,United-States,<=50K
36,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,2,0,31,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,39,United-States,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,1,0,28,United-States,<=50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,34,United-States,>50K
55,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,36,United-States,<=50K
29,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,2,0,44,United-States,<=50K
48,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,1826,60,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,39,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,3,0,50,United-States,<=50K
65,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
58,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,28,United-States,<=50K
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,27,United-States,<=50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,45,United-States,>50K
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,50,United-States,<=50K
68,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
42,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
23,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,1,0,50,United-States,<=50K
27,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,3,0,34,United-States,<=50K
