age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,14809,0,59,United-States,>50K
26,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,39,United-States,<=50K
78,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,3,0,20,United-States,<=50K
45,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,3,0,40,United-States,<=50K
33,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,3,0,39,United-States,>50K
69,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1871,40,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1936,40,United-States,>50K
35,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,1,0,55,United-States,<=50K
71,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,3548,0,60,United-States,<=50K
53,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
57,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,1,0,40,United-States,<=50K
35,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,77,United-States,>50K
21,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,>50K
42,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,1,0,40,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,18,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,27,United-States,<=50K
37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,34,United-States,<=50K
59,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,<=50K
57,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,59,United-States,>50K
49,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,1,0,37,United-States,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
26,Local-gov,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,0,0,34,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Male,7406,0,59,United-States,>50K
45,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,<=50K
61,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,34,United-States,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,2,0,61,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,7663,0,59,United-States,>50K
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,39,United-States,<=50K
35,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,14232,0,39,United-States,>50K
32,Private,Bachelors,Married-AF-spouse,Sales,Own-child,White,Female,2,0,45,United-States,<=50K
46,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,37,United-States,>50K
21,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,<=50K
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,1,0,37,United-States,<=50K
43,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Female,3230,0,60,United-States,>50K
59,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,3641,0,36,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,40,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,3,0,26,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,1,0,13,United-States,<=50K
61,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,1889,40,United-States,<=50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1962,76,United-States,<=50K
74,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,49,United-States,<=50K
40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
34,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,1,0,40,United-States,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,1,0,59,India,<=50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,<=50K
27,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,2139,0,54,Vietnam,<=50K
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,58,United-States,<=50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,1615,5,United-States,<=50K
65,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,5,0,40,United-States,<=50K
49,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,1,0,39,United-States,<=50K
30,Private,Some-college,Separated,Sales,Unmarried,White,Female,1,0,9,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,16,United-States,<=50K
39,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,3,0,36,United-States,>50K
53,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,3,0,61,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,7617,0,62,United-States,>50K
29,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,64,United-States,<=50K
33,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,44,United-States,>50K
27,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,2,0,61,United-States,<=50K
60,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1622,8,United-States,>50K
46,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,34,United-States,<=50K
34,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,39,United-States,<=50K
26,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,1,0,24,United-States,<=50K
43,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,61,United-States,<=50K
47,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,49,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,Never-married,Sales,Unmarried,Black,Female,1,0,35,United-States,<=50K
60,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,49,United-States,<=50K
28,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,3,0,45,United-States,<=50K
25,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,2,1888,59,United-States,<=50K
51,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,3,2075,59,United-States,>50K
45,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,19,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,44,United-States,>50K
30,Private,9th,Divorced,Priv-house-serv,Unmarried,White,Female,1,0,13,Mexico,<=50K
61,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,3302,0,10,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1855,39,United-States,>50K
35,Private,HS-grad,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,39,United-States,<=50K
37,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
28,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,1,0,24,United-States,<=50K
36,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,Mexico,<=50K
42,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States,<=50K
73,Private,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,4308,0,9,United-States,<=50K
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,Mexico,<=50K
63,Private,Preschool,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,14,United-States,<=50K
28,Private,Some-college,Separated,Sales,Unmarried,White,Female,1,0,34,United-States,<=50K
21,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,1,0,19,United-States,<=50K
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,<=50K
36,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,2,0,34,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,2410,0,13,United-States,<=50K
20,Private,11th,Never-married,Sales,Unmarried,White,Female,3,0,23,United-States,<=50K
37,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,1,0,39,United-States,<=50K
41,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,60,United-States,>50K
54,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,3,0,36,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,44,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,5,0,40,United-States,<=50K
23,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,0,24,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,0,0,34,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,40,United-States,>50K
24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,18,United-States,<=50K
63,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,14138,0,49,United-States,>50K
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,2,0,61,United-States,<=50K
36,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,4173,0,39,United-States,>50K
65,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3,0,40,United-States,<=50K
27,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,29,United-States,<=50K
37,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States,<=50K
39,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,2,0,44,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,2111,44,United-States,>50K
17,Private,11th,Never-married,Exec-managerial,Own-child,White,Male,6,0,39,United-States,<=50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2052,50,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,>50K
28,Private,HS-grad,Separated,Priv-house-serv,Unmarried,Black,Female,1,0,9,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,4376,0,10,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,7747,0,59,United-States,>50K
62,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,3,0,49,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,2,0,18,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Male,7162,0,44,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,1,0,35,United-States,<=50K
35,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Female,2,0,35,United-States,<=50K
26,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,40,United-States,<=50K
62,Private,Some-college,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,17,United-States,<=50K
59,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,1,0,19,United-States,<=50K
64,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,23,United-States,>50K
32,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
63,Private,7th-8th,Widowed,Other-service,Unmarried,White,Female,0,0,23,United-States,<=50K
41,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,29,United-States,<=50K
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,88,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,34,United-States,>50K
66,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,2,0,8,United-States,<=50K
47,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,60,United-States,<=50K
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,49,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,14932,0,40,United-States,>50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,2329,0,16,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,56,United-States,>50K
36,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,1,0,49,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,1,0,37,United-States,>50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
45,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
24,Private,Some-college,Never-married,Craft-repair,Own-child,Black,Male,0,0,34,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2057,59,United-States,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,99933,0,50,United-States,>50K
43,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,61,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,39,United-States,<=50K
71,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,14495,1866,9,United-States,<=50K
31,Private,HS-grad,Divorced,Exec-managerial,Wife,White,Female,1,0,65,United-States,<=50K
67,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3041,0,18,United-States,<=50K
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,4,0,39,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,34,United-States,<=50K
47,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,8,0,60,United-States,<=50K
26,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,54,United-States,<=50K
46,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,45,United-States,<=50K
25,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,4,0,35,United-States,<=50K
30,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Unmarried,White,Male,0,0,61,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,39,United-States,<=50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,55,United-States,>50K
42,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
18,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,14,Mexico,<=50K
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,<=50K
35,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,7242,0,40,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7184,0,44,United-States,>50K
37,Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,10,0,40,Philippines,<=50K
40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,34,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7559,0,59,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,44,United-States,>50K
21,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,2,0,40,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,5,0,15,United-States,<=50K
20,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,40,United-States,<=50K
51,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,17,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,1,0,37,United-States,<=50K
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,97303,0,54,United-States,>50K
21,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,3,0,40,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,Female,3209,0,30,United-States,<=50K
35,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,Mexico,<=50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,<=50K
23,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,2,0,34,United-States,<=50K
21,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,1,0,18,United-States,<=50K
27,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,59,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Male,7351,0,50,United-States,>50K
42,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
35,Private,Some-college,Divorced,Machine-op-inspct,Own-child,Black,Male,1,0,40,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
58,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,99526,0,68,United-States,>50K
27,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
51,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,1,0,39,United-States,<=50K
62,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,26,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,2,0,60,United-States,>50K
32,Private,Some-college,Divorced,Sales,Unmarried,White,Female,2,0,6,United-States,<=50K
53,Local-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1941,70,United-States,>50K
32,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,4,0,40,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,50,United-States,>50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,50,United-States,>50K
26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K
33,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,5,0,59,United-States,<=50K
42,Local-gov,Some-college,Separated,Protective-serv,Not-in-family,Black,Male,0,0,44,United-States,<=50K
30,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,53,United-States,<=50K
38,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,3,0,61,United-States,<=50K
21,Private,Preschool,Never-married,Craft-repair,Own-child,White,Male,0,0,39,Mexico,<=50K
60,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,14,United-States,<=50K
39,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,44,United-States,>50K
31,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
39,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,1,0,50,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,35,United-States,>50K
68,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,34,United-States,<=50K
33,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,1,0,60,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2,0,40,United-States,>50K
32,Private,10th,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K
35,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,3,0,61,Philippines,>50K
61,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,2,0,40,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States,<=50K
18,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,5,0,23,United-States,<=50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,34,United-States,<=50K
41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States,<=50K
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15033,0,49,United-States,>50K
